id,dish_id,dish_name,servings,ingredient_id,ingredient_name,recipe_quantity,recipe_unit,business_id,IsFullRecipe,IsSubRecipe,shelf_life_days,cost_per_pack_unit,ingredient_total_cost,is_active,menu_price,cost_percent,final_price,prep_time_minutes,storage_temp_fahrenheit,serving_cost,Ingredient_note,full_recipe_id
5,7,Booster Bites,20,ce7b3bc9-4ecf-46fd-afc7-2cb531467ba8,Sunflower Seeds,7.76,oz,d4406eb2-768a-4444-bf7a-2b03edd7dabb,True,False,0.0,,2.42,True,6.25,30.95,6.25,0.0,0.0,1.93,,
6,7,Booster Bites,20,10195a5b-25bc-4a18-8b84-992e8a8a8246,Vanilla Extract,1.0,fl.oz,d4406eb2-768a-4444-bf7a-2b03edd7dabb,True,False,0.0,,0.74,True,6.25,30.95,6.25,0.0,0.0,1.93,,
7,7,Booster Bites,20,c82b4d7b-89c4-4341-b762-999edb2439ea,Himalayan Pink Salt,0.15,oz,d4406eb2-768a-4444-bf7a-2b03edd7dabb,True,False,0.0,,0.01,True,6.25,30.95,6.25,0.0,0.0,1.93,,
8,7,Booster Bites,20,44a717c5-f1d0-4308-90cf-a95ae0c6f124,Sunflower Seeds,3.0,oz,d4406eb2-768a-4444-bf7a-2b03edd7dabb,True,False,0.0,,0.94,True,6.25,30.95,6.25,0.0,0.0,1.93,,
9,7,Booster Bites,20,899f318b-b300-41da-a52e-de446a91388b,"Bowl Container, Deli",8.0,oz,d4406eb2-768a-4444-bf7a-2b03edd7dabb,True,False,0.0,,0.13,True,6.25,30.95,6.25,0.0,0.0,1.93,,
10,7,Booster Bites,20,4a4625b9-db22-4c9b-a6f3-3c3b45714793,"Bowl Lids, Deli Round",20.0,ct,d4406eb2-768a-4444-bf7a-2b03edd7dabb,True,False,0.0,,1.4,True,6.25,30.95,6.25,0.0,0.0,1.93,,
1,8,Booster Bites,14,c7d6ddeb-50a2-4192-b151-d17fbb7477e7,Cashews,14.6,oz,71ff7e28-385c-4c68-a5a7-8a2e6813150d,True,False,0.0,,5.32,True,6.25,23.35,6.25,0.0,0.0,1.46,,
2,8,Booster Bites,14,34530d6e-9ddf-4ab1-8bdd-28b09386cb79,Cacao Powder,3.3,oz,71ff7e28-385c-4c68-a5a7-8a2e6813150d,True,False,0.0,,0.6,True,6.25,23.35,6.25,0.0,0.0,1.46,,
3,8,Booster Bites,14,c733183e-3aee-4e25-ac4a-91e4f4abd9de,"Mushroom Powder, Laird",0.6,oz,71ff7e28-385c-4c68-a5a7-8a2e6813150d,True,False,0.0,,2.45,True,6.25,23.35,6.25,0.0,0.0,1.46,,
4,8,Booster Bites,14,4b08f9bc-8f26-43cc-8a73-fb6ae85da167,Superfood,1.0,each,71ff7e28-385c-4c68-a5a7-8a2e6813150d,True,False,0.0,,,True,6.25,23.35,6.25,0.0,0.0,1.46,,
5,8,Booster Bites,14,0eda7bd7-25b1-4d79-a6ee-9a15736f5556,Hemp Seeds,2.5,oz,71ff7e28-385c-4c68-a5a7-8a2e6813150d,True,False,0.0,,1.07,True,6.25,23.35,6.25,0.0,0.0,1.46,,
6,8,Booster Bites,14,58602efe-dbab-4071-a99b-505cecb75fc5,Date Paste,21.0,oz,71ff7e28-385c-4c68-a5a7-8a2e6813150d,True,False,0.0,,4.96,True,6.25,23.35,6.25,0.0,0.0,1.46,,
7,8,Booster Bites,14,7cc6bd25-da08-40b7-b28c-8e1c3be011b8,Coffee Beans,3.22,oz,71ff7e28-385c-4c68-a5a7-8a2e6813150d,True,False,0.0,,3.22,True,6.25,23.35,6.25,0.0,0.0,1.46,,
8,8,Booster Bites,14,7ce54e5b-4862-44e8-914b-528eeb69069c,Himalayan Pink Salt,0.15,oz,71ff7e28-385c-4c68-a5a7-8a2e6813150d,True,False,0.0,,0.01,True,6.25,23.35,6.25,0.0,0.0,1.46,,
9,8,Booster Bites,14,57b9651a-2263-4df1-8fb2-597e814935b7,"Bowl Container, Deli",14.0,bowl,71ff7e28-385c-4c68-a5a7-8a2e6813150d,True,False,0.0,,1.82,True,6.25,23.35,6.25,0.0,0.0,1.46,,
10,8,Booster Bites,14,dc3b72ae-a678-4cd7-b45e-a425aafa332a,"Bowl Lids, Deli Round",14.0,ct,71ff7e28-385c-4c68-a5a7-8a2e6813150d,True,False,0.0,,0.98,True,6.25,23.35,6.25,0.0,0.0,1.46,,
1,9,Booster Bites,83,52ba8000-258d-474b-9cb2-abcdefd803af,Peanut Butter,1.0,,779fb093-bffa-47b5-b85f-1c48bb7430de,True,False,0.0,,6.12,True,6.25,18.49,6.25,0.0,0.0,1.16,,
2,9,Booster Bites,83,5797a038-f722-4ed1-bccc-c06f3974fb91,Almond Flour,20.0,cup,779fb093-bffa-47b5-b85f-1c48bb7430de,True,False,0.0,,18.3,True,6.25,18.49,6.25,0.0,0.0,1.16,,
3,9,Booster Bites,83,9e0827ec-7faf-41db-9d05-f32dfa5fbbe4,Date Paste,112.0,oz,779fb093-bffa-47b5-b85f-1c48bb7430de,True,False,0.0,,26.46,True,6.25,18.49,6.25,0.0,0.0,1.16,,
4,9,Booster Bites,83,19dc3418-bb0c-4b7a-890f-b713fac60acb,Vanilla Extract,6.0,fl.oz,779fb093-bffa-47b5-b85f-1c48bb7430de,True,False,0.0,,0.26,True,6.25,18.49,6.25,0.0,0.0,1.16,,
5,9,Booster Bites,83,0908cbdc-2106-4223-a53a-812baaec5915,"Flax Seeds, Ground",3.0,cup,779fb093-bffa-47b5-b85f-1c48bb7430de,True,False,0.0,,2.63,True,6.25,18.49,6.25,0.0,0.0,1.16,,
6,9,Booster Bites,83,9679db64-74a3-499a-837e-b40bb09234c3,"Chia Seeds, Black",3.0,cup,779fb093-bffa-47b5-b85f-1c48bb7430de,True,False,0.0,,4.49,True,6.25,18.49,6.25,0.0,0.0,1.16,,
7,9,Booster Bites,83,c9eec5bf-650f-43db-8cf5-a3cefbd5a461,Honey,12.0,fl.oz,779fb093-bffa-47b5-b85f-1c48bb7430de,True,False,0.0,,5.24,True,6.25,18.49,6.25,0.0,0.0,1.16,,
8,9,Booster Bites,83,5c0c5406-8eb0-4b56-9d85-2dd2d9e526f2,"Cinnamon, Ground, Organic",4.0,tbsp,779fb093-bffa-47b5-b85f-1c48bb7430de,True,False,0.0,,0.89,True,6.25,18.49,6.25,0.0,0.0,1.16,,
9,9,Booster Bites,83,f1807812-7d5c-415e-99ce-a36ad221c21d,Pea Protein,2.0,cup,779fb093-bffa-47b5-b85f-1c48bb7430de,True,False,0.0,,5.64,True,6.25,18.49,6.25,0.0,0.0,1.16,,
10,9,Booster Bites,83,8e6c7cfd-3bca-42f0-acc7-cb09f01d7c78,Himalayan Pink Salt,4.0,tbsp,779fb093-bffa-47b5-b85f-1c48bb7430de,True,False,0.0,,0.19,True,6.25,18.49,6.25,0.0,0.0,1.16,,
11,9,Booster Bites,83,66c8a445-a296-4ba9-a840-13f51099abf8,Coconut Flakes,36.0,oz,779fb093-bffa-47b5-b85f-1c48bb7430de,True,False,0.0,,6.86,True,6.25,18.49,6.25,0.0,0.0,1.16,,
12,9,Booster Bites,83,69da2355-e7aa-415d-8718-dd426e460079,Cacao Nibs,1.5,cup,779fb093-bffa-47b5-b85f-1c48bb7430de,True,False,0.0,,2.26,True,6.25,18.49,6.25,0.0,0.0,1.16,,
13,9,Booster Bites,83,44f5a59e-a145-433b-9b33-f9fb4b94831c,"Bowl Container, Deli",83.0,bowl,779fb093-bffa-47b5-b85f-1c48bb7430de,True,False,0.0,,10.79,True,6.25,18.49,6.25,0.0,0.0,1.16,,
14,9,Booster Bites,83,6edbaa5e-8e0d-4bcb-a4f2-9664aff9c16f,"Bowl Lids, Deli Round",83.0,ct,779fb093-bffa-47b5-b85f-1c48bb7430de,True,False,0.0,,5.81,True,6.25,18.49,6.25,0.0,0.0,1.16,,
1,10,Strawberry Chia Bites,51,25c72a63-97c8-4046-b44b-328c65be702b,Almond Flour,24.0,cup,27d95a76-0dcf-4401-b064-5d444c19cfea,True,False,0.0,,21.96,True,6.25,29.11,6.25,0.0,0.0,1.82,,
2,10,Strawberry Chia Bites,51,10a28773-f9fb-48ad-bae1-a60328ee612e,Beet Powder,0.5,cup,27d95a76-0dcf-4401-b064-5d444c19cfea,True,False,0.0,,2.5,True,6.25,29.11,6.25,0.0,0.0,1.82,,
3,10,Strawberry Chia Bites,51,3672f273-524f-4a6c-a6c3-7304d0138b8c,Vanilla Extract,0.5,cup,27d95a76-0dcf-4401-b064-5d444c19cfea,True,False,0.0,,2.96,True,6.25,29.11,6.25,0.0,0.0,1.82,,
4,10,Strawberry Chia Bites,51,6aefe519-e44a-4bf9-b0eb-9ce6514d4d10,Date Paste,56.0,oz,27d95a76-0dcf-4401-b064-5d444c19cfea,True,False,0.0,,13.23,True,6.25,29.11,6.25,0.0,0.0,1.82,,
5,10,Strawberry Chia Bites,51,bb45c6ff-5e6f-4b63-8ac8-43ba9b132514,Strawberry Powder,10.4,oz,27d95a76-0dcf-4401-b064-5d444c19cfea,True,False,0.0,,36.54,True,6.25,29.11,6.25,0.0,0.0,1.82,,
6,10,Strawberry Chia Bites,51,3f0e0183-2cdf-4805-94a8-f0988e467ba0,"Bowl Container, Deli",51.0,bowl,27d95a76-0dcf-4401-b064-5d444c19cfea,True,False,0.0,,6.63,True,6.25,29.11,6.25,0.0,0.0,1.82,,
7,10,Strawberry Chia Bites,51,b4e371ed-0dbe-44d1-bf88-20a8681c3691,"Bowl Lids, Deli Round",51.0,ct,27d95a76-0dcf-4401-b064-5d444c19cfea,True,False,0.0,,3.57,True,6.25,29.11,6.25,0.0,0.0,1.82,,
8,10,Strawberry Chia Bites,51,c34a8b10-89bb-4e22-b7dc-75b31a559f4f,Coconut Flakes,12.0,oz,27d95a76-0dcf-4401-b064-5d444c19cfea,True,False,0.0,,2.29,True,6.25,29.11,6.25,0.0,0.0,1.82,,
9,10,Strawberry Chia Bites,51,1b22d2e0-96e2-41fd-b98d-f3e81d6df01f,"Chia Seeds, Black",2.0,cup,27d95a76-0dcf-4401-b064-5d444c19cfea,True,False,0.0,,2.99,True,6.25,29.11,6.25,0.0,0.0,1.82,,
10,10,Strawberry Chia Bites,51,bf3af39f-8d2b-4e44-89eb-791b69bc4c7c,Himalayan Pink Salt,1.2,oz,27d95a76-0dcf-4401-b064-5d444c19cfea,True,False,0.0,,0.11,True,6.25,29.11,6.25,0.0,0.0,1.82,,
1,11,Lemon Poppy Seed Bites,26,95b228bf-30ae-419f-a589-88ba1800df50,Almond Flour,16.0,cup,20c3cc19-de6d-4544-81f7-573de2a9052f,True,False,0.0,,14.64,True,6.25,19.34,6.25,0.0,0.0,1.21,,
2,11,Lemon Poppy Seed Bites,26,6948bcfb-01d4-493c-ba74-7392d9351f42,Vanilla Extract,1.0,oz,20c3cc19-de6d-4544-81f7-573de2a9052f,True,False,0.0,,0.04,True,6.25,19.34,6.25,0.0,0.0,1.21,,
3,11,Lemon Poppy Seed Bites,26,e6e53146-c301-4251-91d7-c4382774d841,"Coconut Oil, Extra Virgin",2.0,tbsp,20c3cc19-de6d-4544-81f7-573de2a9052f,True,False,0.0,,0.15,True,6.25,19.34,6.25,0.0,0.0,1.21,,
